# PrimaryProtons spectrum 
# Format: DP <energy in keV> <shape of differential spectrum [XX/keV]>
# Although cosima doesn't use it the spectrum here is given as a flux in #/cm^2/s/keV
# Integrated over 8.649266388908105 sr
# Integral Flux: 0.13149394971350514 #/cm^2/s

IP LOGLOG

DP 100.0 6.700555424933804e-46
DP 120.45035402587824 2.4654452874253814e-45
DP 145.082877849594 9.07158781752178e-45
DP 174.7528400007683 3.3379149902939206e-44
DP 210.49041445120199 1.2282083498309065e-43
DP 253.53644939701115 4.519335520374268e-43
DP 305.3855508833416 1.6629685866788364e-42
DP 367.8379771828634 6.119301092393085e-42
DP 443.0621457583882 2.2517988907126372e-41
DP 533.6699231206312 8.286467133344224e-41
DP 642.807311728432 3.049465375450186e-40
DP 774.263682681127 1.1222650487007363e-39
DP 932.60334688322 4.130362460122938e-39
DP 1123.3240329780276 1.5202190757266473e-38
DP 1353.0477745798075 5.595702867667055e-38
DP 1629.7508346206434 2.0598699221208836e-37
DP 1963.0406500402723 7.58349029658699e-37
DP 2364.4894126454074 2.7922333314451332e-36
DP 2848.035868435802 1.0282492695377767e-35
DP 3430.4692863149194 3.7872360769511243e-35
DP 4132.012400115339 1.3952095534370548e-34
DP 4977.023564332114 5.141249522898236e-34
DP 5994.8425031894085 1.895104241314777e-33
DP 7220.809018385471 6.988121394169827e-33
DP 8697.490026177835 2.578007283105165e-32
DP 10476.157527896663 9.515783275249761e-32
DP 12618.56883066021 3.514716622467986e-31
DP 15199.11082952933 1.2992124851169084e-30
DP 18307.382802953696 4.807120776169138e-30
DP 22051.307399030455 1.7806986642582573e-29
DP 26560.87782946684 6.605409022817908e-29
DP 31992.671377973846 2.4543566949850225e-28
DP 38535.28593710536 9.138082228237509e-28
DP 46415.88833612782 3.410624526166268e-27
DP 55908.10182512223 1.276715179625459e-26
DP 67341.50657750828 4.796236397950339e-26
DP 81113.08307896872 1.8095606868566371e-25
DP 97700.99572992246 6.862717259266694e-25
DP 117681.19524349991 2.6189695434144234e-24
DP 141747.41629268078 1.0069939708353792e-23
DP 170735.26474706922 3.9069652917243575e-23
DP 205651.23083486516 1.5322860354789983e-22
DP 247707.6355991714 6.087352520379137e-22
DP 298364.724028334 2.4555241058245114e-21
DP 359381.36638046254 1.0084788163363846e-20
DP 432876.12810830615 4.229709417281209e-20
DP 521400.8287999695 1.817633246337987e-19
DP 628029.1441834259 7.755412053127808e-19
DP 756463.3275546291 3.220515522769253e-18
DP 911162.7561154906 1.349540054490113e-17
DP 1097498.7654930567 5.66696643151016e-17
DP 1321941.1484660313 2.4135246490305266e-16
DP 1592282.793341094 1.0708147076269055e-15
DP 1917910.2616724886 4.691135099801403e-15
DP 2310129.7000831626 2.1361805406149373e-14
DP 2782559.402207126 1.0106463614690859e-13
DP 3351602.6509388476 4.68949237284628e-13
DP 4037017.258596558 2.2309221275634303e-12
DP 4862601.580065354 1.0861200138030386e-11
DP 5857020.818056673 5.367712132867303e-11
DP 7054802.310718645 2.4910709985516495e-10
DP 8497534.359086456 9.124031344410715e-10
DP 10235310.218990268 1.446501827182818e-09
DP 12328467.394420683 1.1424005238410785e-09
DP 14849682.622544665 7.450142079592941e-10
DP 17886495.29057435 4.675555166447932e-10
DP 21544346.900318865 2.894305006894411e-10
DP 25950242.113997374 1.77484188705332e-10
DP 31257158.496882416 1.0810430761521534e-10
DP 37649358.067924716 6.530396544789107e-11
DP 45348785.081285916 3.9320438437266704e-11
DP 54622772.17684348 2.3526137211154138e-11
DP 65793322.465756826 1.4129328182669132e-11
DP 79248289.83539185 8.394205964506968e-12
DP 95454845.66618347 5.009057231212551e-12
DP 114975699.53977403 2.983258259533786e-12
DP 138488637.13938746 1.7747046052758756e-12
DP 166810053.72000557 1.0547032709690063e-12
DP 200923300.2565054 6.238582916659396e-13
DP 242012826.47943833 3.7137248285115957e-13
DP 291505306.28251815 2.2137669151380203e-13
DP 351119173.42151415 1.3040382405702028e-13
DP 422924287.4389499 7.862233337369225e-14
DP 509413801.48163855 4.7377549580794956e-14
DP 613590727.3413188 2.894094629543945e-14
DP 739072203.3525776 1.7706466584786334e-14
DP 890215085.4450393 1.0626033187195867e-14
DP 1072267222.0103253 6.384058183591537e-15
DP 1291549665.0148828 3.838617354518334e-15
DP 1555676143.9304786 2.3080100214762544e-15
DP 1873817422.8603868 1.3876757477053664e-15
DP 2257019719.633917 8.343108146620301e-16
DP 2718588242.732951 5.016017953228433e-16
DP 3274549162.877732 3.0156649901157057e-16
DP 3944206059.437664 1.8130138797508887e-16
DP 4750810162.102813 1.0899691348528552e-16
DP 5722367659.35022 6.552743213054224e-17
DP 6892612104.3497095 3.939387258920468e-17
DP 8302175681.319769 2.368270801885009e-17
DP 10000000000.0 1.423743274688225e-17
EN
