# AlbedoPhotons spectrum 
# Format: DP <energy in keV> <shape of differential spectrum [XX/keV]>
# Although cosima doesn't use it the spectrum here is given as a flux in #/cm^2/s/keV
# Integrated over 3.917104225451067 sr
# Integral Flux: 1.107787525345712 #/cm^2/s

IP LOGLOG

DP 100.0 0.001804606295655394
DP 120.45035402587824 0.0012135696410854203
DP 145.082877849594 0.0008276804313249567
DP 174.7528400007683 0.0005799212034351212
DP 210.49041445120199 0.00041826729759588614
DP 253.53644939701115 0.00030891080102161164
DP 305.3855508833416 0.00023196409071301835
DP 367.8379771828634 0.00017604244642822775
DP 443.0621457583882 0.00013446548001856874
DP 533.6699231206312 0.00010309836944182024
DP 642.807311728432 7.922228515740472e-05
DP 774.263682681127 6.095240912337756e-05
DP 932.60334688322 4.6929645595131104e-05
DP 1123.3240329780276 3.612224608312152e-05
DP 1353.0477745798075 2.7838346369487366e-05
DP 1629.7508346206434 2.145418993141279e-05
DP 1963.0406500402723 1.659305152708877e-05
DP 2364.4894126454074 1.2931337108863504e-05
DP 2848.035868435802 1.0077680958808459e-05
DP 3430.4692863149194 7.853762735635337e-06
DP 4132.012400115339 6.120613399032154e-06
DP 4977.023564332114 4.769931259883091e-06
DP 5994.8425031894085 3.7173143834909925e-06
DP 7220.809018385471 2.8969864496637768e-06
DP 8697.490026177835 2.2576864972216817e-06
DP 10476.157527896663 1.759465709730423e-06
DP 12618.56883066021 1.371191078799822e-06
DP 15199.11082952933 1.0685999529188265e-06
DP 18307.382802953696 8.32783903741267e-07
DP 22051.307399030455 6.081195731824641e-07
DP 26560.87782946684 4.19153233100943e-07
DP 31992.671377973846 2.889060648048863e-07
DP 38535.28593710536 1.9913174392941927e-07
DP 46415.88833612782 1.3725378685681823e-07
DP 55908.10182512223 9.460371126571405e-08
DP 67341.50657750828 6.520666853864627e-08
DP 81113.08307896872 4.494442728537929e-08
DP 97700.99572992246 3.097845035302705e-08
DP 117681.19524349991 2.1352244187726995e-08
DP 141747.41629268078 1.4717273674335714e-08
DP 170735.26474706922 1.014404586707537e-08
DP 205651.23083486516 6.837762130461162e-09
DP 247707.6355991714 4.061171804864656e-09
DP 298364.724028334 2.4120634959138853e-09
DP 359381.36638046254 1.4326038364964496e-09
DP 432876.12810830615 8.50870532977713e-10
DP 521400.8287999695 5.053599923760723e-10
DP 628029.1441834259 3.001499194014687e-10
DP 756463.3275546291 1.7826890825513976e-10
DP 911162.7561154906 1.0587976739707813e-10
DP 1097498.7654930567 6.288547595756211e-11
DP 1321941.1484660313 3.73497523051626e-11
DP 1592282.793341094 2.2183246226814224e-11
DP 1917910.2616724886 1.3175359481338477e-11
DP 2310129.7000831626 7.825279298061705e-12
DP 2782559.402207126 4.6476907274831004e-12
DP 3351602.6509388476 2.7604163730849553e-12
DP 4037017.258596558 1.6395020666364352e-12
DP 4862601.580065354 9.737541961835108e-13
DP 5857020.818056673 5.78344641266778e-13
DP 7054802.310718645 3.434979026462283e-13
DP 8497534.359086456 2.0401470110264308e-13
DP 10235310.218990268 1.211710404790096e-13
DP 12328467.394420683 7.196746592971624e-14
DP 14849682.622544665 4.2743844831819403e-14
DP 17886495.29057435 2.5386975175573734e-14
DP 21544346.900318865 1.507815946602481e-14
DP 25950242.113997374 8.955414786934604e-15
DP 31257158.496882416 5.318915361437698e-15
DP 37649358.067924716 3.1590787579613474e-15
DP 45348785.081285916 1.8762807679468373e-15
DP 54622772.17684348 1.1143848539056492e-15
DP 65793322.465756826 6.618698138516018e-16
DP 79248289.83539185 3.931062495623635e-16
DP 95454845.66618347 2.3347872982108194e-16
DP 114975699.53977403 1.386706961274529e-16
DP 138488637.13938746 8.236108693587887e-17
DP 166810053.72000557 4.891695816558673e-17
DP 200923300.2565054 2.9053390201572276e-17
DP 242012826.47943833 1.7255763928482834e-17
DP 291505306.28251815 1.0248765692735308e-17
DP 351119173.42151415 6.087078999221294e-18
DP 422924287.4389499 3.615316405274586e-18
DP 509413801.48163855 2.1472553111138355e-18
DP 613590727.3413188 1.2753255467155674e-18
DP 739072203.3525776 7.574577842174238e-19
DP 890215085.4450393 4.498790887935714e-19
DP 1072267222.0103253 2.671979861462996e-19
DP 1291549665.0148828 1.5869767139454367e-19
DP 1555676143.9304786 9.425576618029008e-20
DP 1873817422.8603868 5.598159935281301e-20
DP 2257019719.633917 3.324931293969168e-20
DP 2718588242.732951 1.9747860435251624e-20
DP 3274549162.877732 1.1728903766448815e-20
DP 3944206059.437664 6.96618167895528e-21
DP 4750810162.102813 4.137444398088452e-21
DP 5722367659.35022 2.4573642974297188e-21
DP 6892612104.3497095 1.4595094723380699e-21
DP 8302175681.319769 8.668506749579634e-22
DP 10000000000.0 5.148511242419872e-22
EN
